iter	MultiClass
800	1.043601969
801	1.043018656
802	1.042503275
803	1.04178074
804	1.04111026
805	1.040563691
806	1.040074215
807	1.039313259
808	1.038534017
809	1.037850428
810	1.037273548
811	1.036645554
812	1.03627294
813	1.035619409
814	1.034934543
815	1.034280167
816	1.033688639
817	1.032851187
818	1.0321743
819	1.03144609
820	1.030782778
821	1.030111946
822	1.029662285
823	1.029098624
824	1.028118738
825	1.027483751
826	1.026666412
827	1.025908545
828	1.025317932
829	1.024546126
830	1.02385563
831	1.023063563
832	1.02250309
833	1.021849314
834	1.021200951
835	1.020498771
836	1.019774268
837	1.018973447
838	1.018251595
839	1.017582358
840	1.016999415
841	1.016467992
842	1.015955359
843	1.015350699
844	1.014710232
845	1.014097717
846	1.013585339
847	1.013068892
848	1.012398877
849	1.011901797
850	1.01126791
851	1.010600614
852	1.010059942
853	1.009536683
854	1.00897305
855	1.008617734
856	1.008014607
857	1.007305863
858	1.006576783
859	1.005789936
860	1.005064222
861	1.004436271
862	1.003900769
863	1.003296743
864	1.002742305
865	1.002248321
866	1.001856522
867	1.001394699
868	1.000667348
869	1.000071392
870	0.9992985264
871	0.9986451148
872	0.9979887247
873	0.9974356608
874	0.9965156092
875	0.9960274006
876	0.9955538716
877	0.9950745195
878	0.9946136136
879	0.9940010542
880	0.993478309
881	0.9927837777
882	0.9920807927
883	0.9914494241
884	0.9907238671
885	0.9900069624
886	0.9894581294
887	0.9888947819
888	0.9882700465
889	0.9877949828
890	0.9872215687
891	0.9867647034
892	0.9862769565
893	0.9857507309
894	0.9851196171
895	0.9845150074
896	0.9839906707
897	0.9832922864
898	0.9827277217
899	0.9821805446
900	0.9816716172
901	0.9810570241
902	0.9802552119
903	0.9795353712
904	0.978943617
905	0.9781619765
906	0.9777083024
907	0.9770956957
908	0.9766685861
909	0.976061234
910	0.9753840807
911	0.9748865105
912	0.9741264438
913	0.9734352122
914	0.9729520384
915	0.9722896185
916	0.9717425607
917	0.9712185856
918	0.970449261
919	0.9699779671
920	0.9693122689
921	0.9687520773
922	0.9683287821
923	0.9677143647
924	0.9671987542
925	0.9664870809
926	0.9659854277
927	0.9653370701
928	0.964741795
929	0.964347608
930	0.9637312765
931	0.9630643565
932	0.9623631902
933	0.9617540727
934	0.9611502491
935	0.9607437794
936	0.9601328176
937	0.9595846475
938	0.9590325159
939	0.9585497855
940	0.9580308404
941	0.9574182473
942	0.9569635374
943	0.9562602885
944	0.955583174
945	0.9549680293
946	0.954499407
947	0.9538268068
948	0.9533366142
949	0.9527253903
950	0.9521652228
951	0.9517236528
952	0.9512507501
953	0.9506885965
954	0.9502145402
955	0.9498106291
956	0.9493105503
957	0.9489182626
958	0.9485293746
959	0.9481120574
960	0.9475965024
961	0.9471668688
962	0.9466123383
963	0.9461087318
964	0.9456402636
965	0.9452843999
966	0.9445705872
967	0.9439273105
968	0.943324966
969	0.9426524668
970	0.9422703238
971	0.941913333
972	0.9412844378
973	0.9408593785
974	0.9402550426
975	0.9398723879
976	0.9392084628
977	0.9386516946
978	0.938082027
979	0.9375211721
980	0.936967291
981	0.9364965834
982	0.9358275766
983	0.935213537
984	0.9345593908
985	0.9341956154
986	0.9336705133
987	0.9330064238
988	0.9324618411
989	0.9319906895
990	0.9316071947
991	0.9311027849
992	0.9304036899
993	0.9299031646
994	0.9291776366
995	0.9287932727
996	0.9282354868
997	0.9278500972
998	0.9273767106
999	0.9266635013
